City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,kodiak,57.79,-152.4072,6.73,45,0,5.14,US,1682375904
1,bethel,41.3712,-73.414,14.12,38,40,3.09,US,1682375904
2,kas,36.2018,29.6377,16.2,58,0,1.79,TR,1682375904
3,bilibino,68.0546,166.4372,-4.24,55,1,1.49,RU,1682375904
4,yellowknife,62.456,-114.3525,8.29,46,75,2.57,CA,1682375905
5,enewetak,11.3474,162.3373,26.26,86,100,7.63,MH,1682375905
6,polyarnyy,69.1989,33.4478,-6.81,82,5,4.9,RU,1682375905
7,stanley,54.868,-1.6985,2.06,83,0,3.09,GB,1682375905
8,cidreira,-30.1811,-50.2056,21.96,81,9,8.11,BR,1682375905
9,ribeira grande,38.5167,-28.7,17.1,94,47,6.71,PT,1682375906
10,grytviken,-54.2811,-36.5092,2.57,92,73,4.86,GS,1682375906
11,hamilton,39.1834,-84.5333,11.25,41,40,3.09,US,1682375730
12,whitehorse,60.7161,-135.0538,5.61,80,100,9.77,CA,1682375906
13,gadzhiyevo,69.2551,33.3362,-7.27,82,4,5.45,RU,1682375907
14,san ignacio de velasco,-16.3667,-60.95,21.7,97,39,1.73,BO,1682375907
15,kadugli,11.0167,29.7167,30.27,33,85,1.59,SD,1682375907
16,remire-montjoly,4.9167,-52.2667,24.02,100,0,1.03,GF,1682375907
17,minas de marcona,-15.2119,-75.1103,17.37,83,12,6.06,PE,1682375908
18,carnarvon,-24.8667,113.6333,18.99,67,97,7.45,AU,1682375908
19,puerto natales,-51.7236,-72.4875,5.78,91,87,3.19,CL,1682375908
20,dawei,14.0833,98.2,25.45,83,55,0.87,MM,1682375908
21,kavaratti,10.5669,72.642,28.03,71,58,2.64,IN,1682375909
22,mujiayingzi,42.1167,118.7833,8.25,59,100,5.24,CN,1682375909
23,adamstown,-25.066,-130.1015,25.62,86,98,6.69,PN,1682375909
24,turpan,42.9333,89.1667,17.15,16,28,0.52,CN,1682375909
25,santiago de cao,-7.9589,-79.2392,25.07,78,73,3.6,PE,1682375910
26,papatowai,-46.5619,169.4708,14.79,80,88,9.92,NZ,1682375910
27,afaahiti,-17.75,-149.2833,28.93,82,88,5.13,PF,1682375910
28,kodinsk,58.6881,99.1844,-0.19,89,100,1.49,RU,1682375910
29,bredasdorp,-34.5322,20.0403,14.82,84,2,2.19,ZA,1682375911
30,invercargill,-46.4,168.35,11.68,82,94,0.89,NZ,1682375734
31,holualoa,19.6228,-155.9522,25.99,77,40,4.12,US,1682375911
32,mosjoen,65.836,13.1908,-0.19,80,100,0.0,NO,1682375911
33,pachino,36.7186,15.0907,15.4,82,48,6.01,IT,1682375912
34,ushuaia,-54.8,-68.3,3.81,93,100,1.54,AR,1682375912
35,karbala,32.616,44.0249,20.92,65,17,3.56,IQ,1682375912
36,maksatikha,57.797,35.8825,10.97,65,52,1.87,RU,1682375912
37,mugia,43.1041,-9.2179,16.06,92,100,5.74,ES,1682375912
38,waitangi,-43.9535,-176.5597,12.68,66,67,2.68,NZ,1682375913
39,nacala,-14.5428,40.6728,20.75,92,0,2.88,MZ,1682375913
40,port-aux-francais,-49.35,70.2167,4.58,65,51,8.05,TF,1682375913
41,atafu village,-8.5421,-172.5159,29.29,71,68,4.66,TK,1682375742
42,las heras,-46.5419,-68.9359,16.17,28,65,12.15,AR,1682375913
43,mejit,10.2753,170.8646,27.19,81,93,9.66,MH,1682375914
44,nemuro,43.3236,145.575,5.01,67,13,7.59,JP,1682375914
45,astrakhan,46.3497,48.0408,13.93,77,93,2.0,RU,1682375914
46,warwick,41.7001,-71.4162,15.21,57,75,5.14,US,1682375914
47,shalqar,47.8333,59.6,12.5,49,63,4.28,KZ,1682375915
48,qarqaraly,49.4058,75.4742,2.25,79,11,1.58,KZ,1682375915
49,aasiaat,68.7098,-52.8699,-4.52,98,80,2.27,GL,1682375915
50,kashgar,39.4547,75.9797,16.56,23,0,5.0,CN,1682375915
51,grand falls-windsor,48.9332,-55.6649,2.5,93,100,0.45,CA,1682375916
52,slave lake,55.2834,-114.769,10.99,50,100,3.6,CA,1682375745
53,coronel marcelino mariduena,-2.2,-79.4167,25.28,90,92,0.97,EC,1682375916
54,college,64.8569,-147.8028,-4.4,49,75,5.14,US,1682375916
55,bamboo flat,11.7,92.7167,27.68,78,60,1.42,IN,1682375916
56,tanabe,33.7333,135.3667,10.56,92,100,1.31,JP,1682375917
57,prieska,-29.6641,22.7474,14.9,68,37,1.82,ZA,1682375917
58,chibougamau,49.9168,-74.3659,4.79,87,100,4.12,CA,1682375917
59,lucapa,-8.4192,20.7447,19.4,95,86,0.88,AO,1682375918
60,puerto maldonado,-12.6,-69.1833,28.22,74,0,0.0,PE,1682375637
61,tiksi,71.6872,128.8694,-6.0,94,100,5.9,RU,1682375918
62,blackmans bay,-43.0167,147.3167,13.07,84,100,2.71,AU,1682375918
63,fort st. john,56.2499,-120.8529,3.94,87,100,1.54,CA,1682375768
64,wailua homesteads,22.0669,-159.378,25.24,89,100,4.12,US,1682375919
65,fale old settlement,-9.3852,-171.2468,28.96,73,56,4.42,TK,1682375919
66,port elizabeth,-33.918,25.5701,17.95,94,20,3.09,ZA,1682375919
67,tisul',55.7611,88.3122,-0.07,92,100,7.48,RU,1682375920
68,tura,25.5198,90.2201,20.95,57,0,1.44,IN,1682375920
69,buldana,20.5333,76.1833,26.94,17,96,2.3,IN,1682375920
70,de aar,-30.6497,24.0123,16.05,33,55,2.61,ZA,1682375920
71,keflavik,64.0049,-22.5624,4.24,75,75,2.57,IS,1682375920
72,georgetown,5.4112,100.3354,25.96,94,20,1.03,MY,1682375921
73,kirensk,57.7853,108.1119,-1.08,81,100,0.91,RU,1682375921
74,sinabang,2.4803,96.3801,26.84,81,100,2.25,ID,1682375921
75,ribeira brava,32.65,-17.0667,18.73,75,99,1.13,PT,1682375921
76,nunkini,20.3333,-90.1833,31.29,40,100,3.8,MX,1682375922
77,bridgewater,44.3835,-64.5155,5.62,86,100,7.72,CA,1682375647
78,lompoc,34.6391,-120.4579,23.16,67,20,12.52,US,1682375922
79,annezin,50.5319,2.6178,8.34,87,77,2.52,FR,1682375922
80,kruisfontein,-34.0033,24.7314,15.77,90,79,2.68,ZA,1682375922
81,pingliang,35.5392,106.6861,6.75,64,1,2.66,CN,1682375923
82,arvayheer,46.2639,102.775,-2.67,49,18,4.73,MN,1682375923
83,usogorsk,63.4106,48.6872,6.02,93,73,4.23,RU,1682375923
84,avarua,-21.2078,-159.775,27.03,65,20,6.17,CK,1682375924
85,coquimbo,-29.9533,-71.3436,15.85,82,20,4.63,CL,1682375773
86,ust-nera,64.5667,143.2,-6.91,88,92,3.33,RU,1682375924
87,qaqortoq,60.7167,-46.0333,1.49,86,26,3.35,GL,1682375924
88,jiutepec,18.8667,-99.1833,32.86,22,75,1.54,MX,1682375853
89,mungaa,-4.9667,34.8833,15.31,96,91,1.03,TZ,1682375924
90,punta arenas,-53.15,-70.9167,6.06,87,75,10.29,CL,1682375925
91,puyang chengguanzhen,35.7028,115.0053,7.47,90,93,4.84,CN,1682375925
92,vilyuchinsk,52.9306,158.4028,4.15,74,36,2.08,RU,1682375925
93,wenchang,30.904,118.4887,11.3,89,100,1.51,CN,1682375925
94,srivardhan,18.0333,73.0167,25.69,78,53,1.9,IN,1682375926
95,margaret river,-33.95,115.0667,12.87,81,100,7.98,AU,1682375926
96,kingston,17.997,-76.7936,27.91,75,66,0.89,JM,1682375910
97,hermanus,-34.4187,19.2345,12.67,88,0,3.17,ZA,1682375926
98,westport,41.1415,-73.3579,14.85,46,20,2.57,US,1682375926
99,al qadarif,14.0349,35.3834,31.38,29,39,1.18,SD,1682375927
100,crane,31.3974,-102.3501,20.34,47,32,7.71,US,1682375927
101,pietermaritzburg,-29.6168,30.3928,16.9,66,97,1.85,ZA,1682375927
102,jamestown,42.097,-79.2353,6.77,64,75,5.66,US,1682375723
103,puerto armuelles,8.2833,-82.8667,30.99,71,19,2.75,PA,1682375708
104,albany,42.6001,-73.9662,11.76,53,89,2.59,US,1682375928
105,isafjordur,66.0755,-23.124,-0.95,64,86,3.98,IS,1682375928
106,constantia,44.1833,28.65,8.38,82,99,6.38,RO,1682375928
107,talnakh,69.4865,88.3972,-5.47,77,80,4.04,RU,1682375928
108,awjilah,29.1081,21.2869,22.43,41,99,4.24,LY,1682375929
109,laguna,38.421,-121.4238,27.73,33,0,3.6,US,1682375929
110,puerto rico,-26.796,-55.024,22.09,84,48,1.2,AR,1682375929
111,mabaruma,8.2,-59.7833,23.85,98,95,1.5,GY,1682375929
112,jinchang,38.4953,102.1739,7.79,35,0,3.24,CN,1682375930
113,poronaysk,49.2167,143.1167,5.26,56,63,2.8,RU,1682375930
114,iqaluit,63.7506,-68.5145,0.85,93,100,4.12,CA,1682375930
115,guerrero negro,27.9769,-114.0611,19.06,61,7,8.12,MX,1682375931
116,edinburgh of the seven seas,-37.0676,-12.3116,16.12,71,89,10.3,SH,1682375931
117,barra do garcas,-15.89,-52.2567,23.6,73,4,0.67,BR,1682375931
118,antalaha,-14.9003,50.2788,23.84,92,100,1.52,MG,1682375931
119,vavozh,56.7751,51.931,9.84,61,8,3.59,RU,1682375931
120,pokhara,28.2333,83.9833,16.35,44,64,2.6,NP,1682375932
121,quebo,11.3333,-14.9333,24.75,75,16,1.82,GW,1682375932
122,badger,64.8,-147.5333,-5.05,49,75,5.14,US,1682375721
123,puerto deseado,-47.7503,-65.8938,18.34,22,42,10.5,AR,1682375932
124,tosontsengel,48.7567,98.2839,-1.24,44,24,0.8,MN,1682375933
125,ghat,24.9647,10.1728,25.01,23,32,5.34,LY,1682375933
126,egilsstadir,65.2653,-14.3948,-2.05,74,75,5.14,IS,1682375933
127,dunedin,-45.8742,170.5036,15.04,45,87,8.0,NZ,1682375806
128,cabo san lucas,22.8909,-109.9124,31.17,32,20,2.57,MX,1682375934
129,bryne,58.7354,5.6477,5.52,82,75,9.77,NO,1682375934
130,lebu,-37.6167,-73.65,11.85,88,56,2.05,CL,1682375934
131,utrik,11.2278,169.8474,26.96,82,96,9.63,MH,1682375935
132,kerema,-7.9631,145.7785,28.16,76,55,0.57,PG,1682375935
133,west island,-12.1568,96.8225,26.99,74,40,10.29,CC,1682375935
134,fortuna,40.5982,-124.1573,15.52,71,93,3.13,US,1682375935
135,happy valley-goose bay,53.3168,-60.3315,9.17,53,75,3.09,CA,1682375936
136,santa terezinha,-29.9002,-50.0904,21.4,83,12,7.03,BR,1682375936
137,midvagur,62.0511,-7.1939,1.46,60,75,6.69,FO,1682375936
138,rongelap,11.1635,166.8941,26.99,83,96,8.36,MH,1682375936
139,zalingei,12.9096,23.4741,27.8,39,88,0.82,SD,1682375937
140,petropavlovsk-kamchatsky,53.0452,158.6483,3.33,52,75,2.0,RU,1682375937
141,jurm,36.8648,70.8342,14.27,40,99,2.07,AF,1682375937
142,nambucca heads,-30.65,153.0,20.0,75,100,2.45,AU,1682375937
143,lihue,21.9789,-159.3672,25.58,89,100,4.12,US,1682375938
144,iskateley,67.6803,53.1512,-10.13,97,99,1.56,RU,1682375938
145,deschutes river woods,43.9915,-121.3584,12.33,38,0,4.12,US,1682375938
146,lobito,-12.3481,13.5456,26.2,76,100,3.62,AO,1682375938
147,mana,5.6592,-53.7767,24.19,89,100,3.29,GF,1682375939
148,limuru,-1.1,36.65,14.85,93,93,1.69,KE,1682375939
149,la jagua de ibirico,9.5623,-73.3341,26.47,78,46,1.02,CO,1682375939
150,bikenibeu village,1.3673,173.1241,29.98,79,40,3.09,KI,1682375939
151,antofagasta,-23.65,-70.4,17.6,85,25,3.22,CL,1682375775
152,chonchi,-42.6128,-73.8092,11.73,88,100,2.36,CL,1682375940
153,tual,-5.6667,132.75,28.23,73,18,1.26,ID,1682375940
154,jayapura,-2.5333,140.7,26.66,88,79,2.04,ID,1682375940
155,outjo,-20.1167,16.15,20.22,67,42,3.14,NA,1682375941
156,klyuchi,52.2667,79.1667,3.0,54,24,3.77,RU,1682375941
157,xilin hot,43.9667,116.0333,-2.41,85,100,8.47,CN,1682375777
158,kailua-kona,19.6406,-155.9956,28.06,76,40,4.12,US,1682375941
159,waveland,30.2869,-89.3762,22.29,43,75,4.63,US,1682375942
160,pangai,-19.8,-174.35,28.06,69,20,1.03,TO,1682375942
161,saldanha,-33.0117,17.9442,15.03,91,37,2.02,ZA,1682375942
162,olonkinbyen,70.9221,-8.7187,-3.87,79,90,7.7,SJ,1682375942
163,anadyr,64.75,177.4833,-6.72,68,0,3.0,RU,1682375942
164,al jawf,29.5,38.75,20.39,27,1,5.61,SA,1682375943
165,lagunas,-5.2269,-75.6753,24.15,96,85,1.24,PE,1682375943
166,barcelos,41.5388,-8.6151,16.03,91,92,0.25,PT,1682375908
167,muisne,0.6,-80.0333,26.73,81,8,2.25,EC,1682375944
168,hasaki,35.7333,140.8333,14.56,50,43,4.71,JP,1682375944
169,yamada,39.4667,141.95,9.43,35,22,2.76,JP,1682375944
170,basco,20.4487,121.9702,24.95,76,95,6.82,PH,1682375944
171,sumter,28.7086,-82.0831,21.75,84,100,4.57,US,1682375945
172,greymouth,-42.4667,171.2,12.25,85,100,3.74,NZ,1682375945
173,terme,41.2092,36.9739,6.96,88,41,2.25,TR,1682375945
174,kanpur,26.4667,80.35,22.87,43,25,2.84,IN,1682375945
175,port mathurin,-19.6833,63.4167,25.84,83,100,8.48,MU,1682375946
176,colonia,50.9333,6.95,8.1,80,0,2.06,DE,1682375946
177,puerto ayora,-0.7393,-90.3518,29.98,86,95,4.47,EC,1682375946
178,harstad,68.799,16.5293,-1.32,76,9,0.45,NO,1682375946
179,new plymouth,-39.0667,174.0833,18.09,100,73,8.8,NZ,1682375823
180,susuman,62.7833,148.1667,-3.72,82,95,2.33,RU,1682375947
181,coron,11.9986,120.2043,27.59,77,12,1.17,PH,1682375947
182,touros,-5.1989,-35.4608,26.57,82,32,5.56,BR,1682375796
183,portrush,55.1959,-6.6493,6.94,61,11,2.68,GB,1682375947
184,sinop,41.7711,34.8709,5.35,91,4,3.52,TR,1682375948
185,nova sintra,14.8667,-24.7167,20.62,74,1,8.1,CV,1682375948
186,brisas de zicatela,15.8369,-97.0419,30.29,62,20,2.57,MX,1682375948
187,atar,20.5169,-13.0499,30.47,14,0,3.52,MR,1682375948
188,nuku'alofa,-21.1333,-175.2,27.19,69,40,1.54,TO,1682375949
189,taroa,8.7058,171.2275,27.71,80,81,9.78,MH,1682375949
190,hammerfest,70.6634,23.6821,-4.75,93,40,1.03,NO,1682375949
191,port alfred,-33.5906,26.891,18.99,94,100,1.34,ZA,1682375949
192,saint-philippe,-21.3585,55.7679,24.77,78,34,3.3,RE,1682375950
193,ancud,-41.8697,-73.8203,11.96,86,99,5.46,CL,1682375950
194,kapa'a,22.0752,-159.319,25.99,89,100,4.12,US,1682375941
195,isoka,-10.1606,32.6335,15.76,98,14,0.15,ZM,1682375950
196,borogontsy,62.6683,131.1683,-2.89,92,100,1.36,RU,1682375951
197,vorgashor,67.5833,63.95,-12.53,98,97,3.45,RU,1682375951
198,yeed,4.55,43.0333,26.39,75,99,5.82,SO,1682375951
199,saint-pierre,-21.3393,55.4781,26.43,78,0,2.06,RE,1682375952
200,saipan,15.1355,145.701,28.39,100,40,8.23,MP,1682375886
201,howrah,22.5892,88.3103,24.0,83,20,0.0,IN,1682375952
202,nanning,22.8167,108.3167,15.25,88,100,3.3,CN,1682375952
203,tolanaro,-25.0319,46.9987,20.9,86,0,2.85,MG,1682375952
204,ouadda,8.0777,22.4007,21.86,73,93,1.12,CF,1682375953
205,valdivia,-39.8142,-73.2459,12.05,97,93,1.06,CL,1682375953
206,hadibu,12.65,54.0333,27.54,71,9,1.08,YE,1682375953
207,n'zeto,-7.2312,12.8666,26.66,87,99,3.39,AO,1682375953
208,guiuan,11.0333,125.7247,27.54,77,88,4.08,PH,1682375954
209,carupano,10.6678,-63.2585,25.4,86,29,1.36,VE,1682375954
210,chinde,26.8418,88.0763,14.12,64,32,2.46,NP,1682375954
211,san patricio,28.017,-97.5169,23.24,75,56,5.1,US,1682375954
212,pisco,-13.7,-76.2167,25.03,69,0,10.8,PE,1682375955
213,longyearbyen,78.2186,15.6401,-10.09,73,0,4.12,SJ,1682375768
214,naze,28.3667,129.4833,20.51,83,88,6.63,JP,1682375798
215,la passe,45.5549,-0.8967,11.13,90,100,0.65,FR,1682375955
216,merizo village,13.2658,144.6691,27.77,95,21,7.99,GU,1682375956
217,prince rupert,54.3161,-130.3201,7.83,81,100,10.29,CA,1682375879
218,olinda,-8.0089,-34.8553,26.85,78,75,4.63,BR,1682375956
219,hilo,19.7297,-155.09,28.85,72,0,8.23,US,1682375917
220,hawaiian paradise park,19.5933,-154.9731,28.73,69,0,8.23,US,1682375957
221,puerto penasco,31.3167,-113.5333,22.73,61,0,3.13,MX,1682375957
222,al mutayrifi,25.4788,49.5576,25.19,37,53,2.73,SA,1682375957
223,greenville,35.6127,-77.3663,17.09,46,0,0.89,US,1682375910
224,suva,-18.1416,178.4415,27.71,74,75,2.06,FJ,1682375958
225,zhongshu,24.5167,103.7667,12.42,96,23,2.6,CN,1682375958
226,la ronge,55.1001,-105.2842,10.14,25,100,6.69,CA,1682375958
227,pedernales,18.0384,-71.744,25.8,79,44,2.13,DO,1682375958
228,mata-utu,-13.2816,-176.1745,28.55,72,99,3.43,WF,1682375959
229,bang saphan,11.2126,99.5117,24.48,89,78,1.41,TH,1682375959
230,glace bay,46.1969,-59.957,5.59,79,20,3.6,CA,1682375836
231,cockburn town,21.4612,-71.1419,25.46,73,12,5.38,TC,1682375910
232,kone,-21.0595,164.8658,27.22,66,80,2.37,NC,1682375960
233,sao jose da coroa grande,-8.8978,-35.1478,24.95,87,44,2.71,BR,1682375960
234,murray bridge,-35.1167,139.2667,21.18,54,53,4.43,AU,1682375960
235,plover,44.4564,-89.544,8.38,50,40,5.66,US,1682375852
236,roma,43.2128,-75.4557,9.73,62,40,4.12,US,1682375765
237,la libertad,-2.2333,-80.9,28.81,70,0,4.12,EC,1682375961
238,marovoay,-16.1,46.6333,23.66,89,7,0.93,MG,1682375961
239,alpena,45.0617,-83.4327,7.28,51,0,6.17,US,1682375962
240,kaduna,10.5222,7.4383,26.52,42,100,1.83,NG,1682375962
241,dom pedrito,-30.9828,-54.6731,20.01,49,21,2.39,BR,1682375962
242,maceio,-9.6658,-35.7353,25.69,88,100,1.54,BR,1682375769
243,laojunmiao,39.8333,97.7333,5.07,29,0,2.23,CN,1682375963
244,tepalcingo,18.6,-98.85,33.87,17,97,4.19,MX,1682375963
245,flin flon,54.7682,-101.865,6.91,29,40,3.6,CA,1682375963
246,caleta de carquin,-11.0925,-77.6267,24.45,78,24,6.84,PE,1682375963
247,gabu,12.2833,-14.2167,27.62,55,28,4.03,GW,1682375964
248,sydney mines,46.2367,-60.2177,6.56,77,20,3.6,CA,1682375964
249,port lincoln,-34.7333,135.8667,19.53,53,69,3.25,AU,1682375964
250,myeik,12.4333,98.6,25.54,85,77,1.5,MM,1682375964
251,ust'-barguzin,53.45,108.9833,-3.48,62,98,1.71,RU,1682375965
252,itaituba,-4.2761,-55.9836,29.09,79,40,0.0,BR,1682375965
253,taoudenni,22.6783,-3.9836,30.89,12,0,4.58,ML,1682375965
254,kousseri,12.0769,15.0306,28.98,42,90,2.06,CM,1682375966
255,puerto gaitan,4.3133,-72.0816,25.69,81,100,2.55,CO,1682375966
256,kittila,67.6647,24.8936,-5.92,73,0,1.03,FI,1682375966
257,victorica,-36.2151,-65.4359,17.48,46,51,4.85,AR,1682375966
258,yarmouth,41.7057,-70.2286,12.01,87,100,3.6,US,1682375834
259,ed damer,17.5928,33.9592,30.97,16,26,4.17,SD,1682375967
260,kentau,43.5206,68.5094,14.94,43,2,11.42,KZ,1682375967
261,mangai,-4.05,19.5333,21.41,93,80,0.43,CD,1682375967
262,ocean shores,46.9737,-124.1563,12.99,77,0,5.66,US,1682375968
263,dabola,10.75,-11.1167,29.37,29,14,1.3,GN,1682375968
264,ketchikan,55.3422,-131.6461,8.26,71,100,6.69,US,1682375968
265,dongobesh,-4.0667,35.3833,13.12,97,97,0.91,TZ,1682375968
266,nadi,-17.8,177.4167,28.0,69,75,2.57,FJ,1682375969
267,st. john's,47.5649,-52.7093,2.38,96,100,8.94,CA,1682375969
268,tazovsky,67.4667,78.7,-9.55,96,97,3.67,RU,1682375969
269,kayyerkan,69.3786,87.7439,-6.25,84,85,4.77,RU,1682375969
270,guantanamo,20.1444,-75.2092,27.76,62,67,1.45,CU,1682375970
271,haiku-pauwela,20.9219,-156.3051,27.01,54,40,4.12,US,1682375970
272,codrington,-38.2667,141.9667,17.41,69,46,4.71,AU,1682375970
273,kievka,50.2619,71.5514,5.82,63,7,1.26,KZ,1682375971
274,oranjemund,-28.55,16.4333,16.31,98,83,2.87,NA,1682375971
275,cambria,35.5641,-121.0808,28.57,58,48,7.11,US,1682375971
276,flying fish cove,-10.4217,105.6791,26.95,79,97,6.2,CX,1682375971
277,lensk,60.7253,114.9278,-2.28,87,65,0.34,RU,1682375972
278,noyabrsk,63.1994,75.4507,-5.0,86,99,8.24,RU,1682375972
279,port augusta,-32.5,137.7667,21.3,41,55,2.1,AU,1682375972
280,as sulayyil,20.4607,45.5779,26.14,38,97,6.07,SA,1682375972
281,puerto baquerizo moreno,-0.9,-89.6,27.55,78,40,4.12,EC,1682375973
282,shijiazhuang,38.0414,114.4786,6.92,68,56,1.79,CN,1682375973
283,brookings,44.3114,-96.7984,11.21,41,0,3.6,US,1682375973
284,sabang,5.8933,95.3214,29.25,74,100,5.64,ID,1682375973
285,sisimiut,66.9395,-53.6735,0.28,93,100,1.69,GL,1682375974
286,panorama,40.5878,23.0315,13.57,78,20,0.0,GR,1682375974
